14958.3,,
14947.6,,
14951.8,,
14947.1,,
14948.8,,
14946.7,,
14953.6,,
14947.1,,
14947.3,,
14949.6,,
14956.5,,
14950.2,,
14958.6,,
14949.1,,
15032.1,,
14957.2,,
14948.4,,
14980.4,,
14986.9,,
14947.2,,
14951.4,,
14946.4,,
14958.3,,
14966.4,,
14986.7,,
14949.7,,
14958.1,,
14948.6,,
14945.1,,
14946.7,,
14957.1,,
14958,,
14946.7,,
14954,,
14947.6,,
14989.8,,
14946.3,,
14947.7,,
14946.9,,
14958.5,,
14980.7,,
14948.7,,
14946.1,,
14959.5,,
14946.6,,
14957.7,,
14947.3,,
14957.9,,
14954.7,,
14947.2,,
14957.5,,
14947,,
14953.8,,
14948.4,,
15064,,
14968.2,,
14951.1,,
14949.1,,
14945.6,,
14945.7,,
14947.9,,
14954.7,,
14947.1,,
14946.3,,
14948.4,,
14957.9,,
14988.8,,
14957,,
14953,,
14954.9,,
14949.2,,
14965.7,,
14947.5,,
14945.5,,
14947,,
14945.8,,
14963.4,,
14961.4,,
14948.1,,
14969.3,,
14960.8,,
14962.6,,
14987.9,,
14950.8,,
14952,,
14952.7,,
14956.6,,
14958,,
14949.9,,
14950.1,,
14960,,
14950.4,,
14956.3,,
14956.1,,
14948,,
14985.9,,
14951.4,,
14950.3,,
14948.7,,
14947.8,,
,,
14956.865,,17.0916801486
