948.41,,
938.363,,
937.855,,
940.17,,
937.984,,
941.383,,
938.705,,
939.346,,
939.124,,
939.488,,
942.896,,
945.715,,
939.21,,
939.06,,
940.197,,
940.925,,
937.961,,
939.155,,
939.03,,
941.98,,
942.748,,
949.941,,
939.151,,
937.946,,
940.9,,
937.846,,
939.718,,
938.503,,
938.916,,
941.55,,
938.424,,
941.958,,
949.885,,
941.016,,
939.68,,
939.444,,
939.298,,
937.823,,
940.601,,
938.026,,
939.285,,
940.668,,
946.213,,
939.801,,
938.615,,
947.507,,
937.757,,
940.314,,
937.915,,
942.956,,
941.485,,
951.034,,
940.574,,
944.296,,
937.924,,
940.196,,
941.619,,
941.43,,
941.583,,
939.931,,
939.225,,
939.375,,
947.041,,
940.367,,
940.582,,
938.203,,
939.798,,
938.069,,
939.161,,
940.736,,
940.13,,
938.472,,
939.783,,
939.221,,
937.851,,
944.825,,
940.984,,
937.369,,
939.811,,
940.259,,
937.916,,
940.412,,
938.648,,
939.139,,
939.178,,
939.956,,
938.415,,
939.978,,
937.823,,
939.141,,
939.059,,
938.032,,
937.978,,
940.049,,
937.962,,
940.352,,
940.355,,
941.614,,
938.392,,
948.611,,
,,
940.45706,,2.902357606
