250.244,,
236.727,,
236.883,,
237.028,,
240.722,,
248.203,,
243.981,,
239.01,,
236.692,,
248.2,,
242.672,,
237.848,,
248.39,,
237.327,,
236.732,,
236.649,,
236.562,,
236.748,,
237.171,,
237.226,,
241.8,,
236.757,,
244.41,,
240.417,,
236.954,,
239.22,,
248.164,,
240.548,,
240.253,,
248.338,,
241.838,,
236.657,,
236.544,,
236.962,,
239.129,,
248.321,,
242.539,,
238.475,,
244.79,,
244.885,,
236.816,,
248.984,,
241.803,,
236.566,,
252.277,,
236.784,,
236.57,,
236.689,,
236.814,,
236.652,,
236.769,,
246.413,,
245.206,,
236.771,,
236.595,,
239.593,,
248.234,,
246.671,,
248.212,,
240.578,,
240.646,,
248.848,,
243.185,,
237.517,,
248.663,,
236.788,,
236.832,,
237.067,,
237.219,,
252.191,,
236.873,,
236.591,,
236.54,,
236.543,,
236.651,,
237.368,,
236.794,,
236.57,,
236.688,,
236.573,,
236.805,,
236.676,,
236.676,,
236.714,,
236.551,,
236.633,,
237.189,,
236.746,,
236.616,,
244.328,,
240.647,,
239.077,,
238.454,,
236.597,,
236.566,,
236.815,,
236.823,,
236.853,,
237.82,,
237.277,,
,,
239.95023,,4.5250277366
