3744.84,,
3741.68,,
3765.15,,
3741.9,,
3755.28,,
3747.42,,
3746.72,,
3742.94,,
3745.42,,
3749.39,,
3741.7,,
3747.98,,
3742.05,,
3748.73,,
3744.39,,
3741.09,,
3746.9,,
3742.38,,
3745.86,,
3741.69,,
3752.8,,
3745.31,,
3744.01,,
3747.01,,
3748.75,,
3741.61,,
3741.57,,
3744.69,,
3745.55,,
3742.55,,
3744,,
3741.41,,
3745.38,,
3744.31,,
3742.57,,
3741.92,,
3741.56,,
3742.22,,
3741.99,,
3746.39,,
3742.38,,
3758.25,,
3744.6,,
3742.06,,
3741.5,,
3744.49,,
3743.89,,
3742.48,,
3756.4,,
3743.8,,
3744.84,,
3747.05,,
3743.35,,
3742.67,,
3742.78,,
3741.75,,
3751.72,,
3744.32,,
3767.19,,
3741.29,,
3743.68,,
3744.76,,
3741.73,,
3744.67,,
3741.8,,
3744.57,,
3744.31,,
3741.15,,
3743.2,,
3747.55,,
3744.47,,
3744.48,,
3741.84,,
3744.52,,
3742.55,,
3746.91,,
3752.31,,
3742.47,,
3744,,
3742.03,,
3771.84,,
3741.28,,
3746.2,,
3741.36,,
3749.34,,
3742.08,,
3745.04,,
3754.38,,
3745.4,,
3743.62,,
3742.29,,
3746.36,,
3742.63,,
3749.39,,
3742,,
3753.41,,
3744.54,,
3741.64,,
3744.91,,
3743.9,,
,,
3745.5053,,5.3588916868
