14955.1,,
14959,,
14957.3,,
14980,,
14949.6,,
14956.1,,
14945.3,,
14946.5,,
14980.5,,
14955.8,,
14948.5,,
14977.7,,
15011.3,,
14948.2,,
14945.1,,
14956.8,,
14980.3,,
15049.8,,
14945.5,,
14958.7,,
14956.7,,
14946,,
14946.6,,
14947,,
14955.2,,
14946,,
14962.9,,
14954.6,,
14988.9,,
14975.5,,
14947.9,,
14928.2,,
14946.8,,
14947.1,,
14946.1,,
14950.3,,
14943.9,,
14959.2,,
14948.3,,
14974.9,,
14945.6,,
14956,,
14947.9,,
14968.5,,
14982,,
14950.2,,
14946.1,,
14958.7,,
14962.7,,
14950.7,,
14970.1,,
14952.2,,
14957.4,,
14946.7,,
14948.4,,
14961.5,,
14951.4,,
14955.4,,
14953.4,,
14948.4,,
14952.1,,
14948.7,,
14953.5,,
14957.7,,
14957.4,,
14946.6,,
14969.6,,
14949.4,,
14968,,
14966.1,,
15007.2,,
14964.4,,
14957.1,,
14951.9,,
14958.7,,
14957.4,,
14948.2,,
14948.9,,
14954.3,,
14948.9,,
14958.2,,
14946.2,,
14929.6,,
14947.2,,
14956.1,,
14949.6,,
14952.6,,
14953.7,,
14949.1,,
14960.7,,
14947.2,,
14957,,
14950.4,,
14965.8,,
14992.1,,
14948.6,,
14949.3,,
14958.1,,
14954,,
14945.9,,
,,
14957.3,,16.2266397749
