950.529,,
939.252,,
939.977,,
941.544,,
939.04,,
940.04,,
939.119,,
939.122,,
939.596,,
939.193,,
943.215,,
944.066,,
939.901,,
937.79,,
938.468,,
937.97,,
939.826,,
938.235,,
946.964,,
939.568,,
939.183,,
943.003,,
940.021,,
939.157,,
937.946,,
941.989,,
938.03,,
940.405,,
939.013,,
947.11,,
949.435,,
942.559,,
939.424,,
937.84,,
940.108,,
938.25,,
938.951,,
938.955,,
939.297,,
937.943,,
940.355,,
939.151,,
938.514,,
943.242,,
938.459,,
947.304,,
940.327,,
939.199,,
938.75,,
948.881,,
938.463,,
941.299,,
939.009,,
941.729,,
940.074,,
937.926,,
944.581,,
939.025,,
939.807,,
938.474,,
940.717,,
937.886,,
939.176,,
938.679,,
940.457,,
937.922,,
944.323,,
938.09,,
939.684,,
938.586,,
937.694,,
948.125,,
937.927,,
939.872,,
948.185,,
938.576,,
940.228,,
943.363,,
937.851,,
939.044,,
940.997,,
945.58,,
937.867,,
940.207,,
939.247,,
939.517,,
945.199,,
938.524,,
939.129,,
938.95,,
937.948,,
938.283,,
940.997,,
938.082,,
943.634,,
950.419,,
940.252,,
939.603,,
946.829,,
937.75,,
,,
940.62002,,3.1663398331
