947.856,,
944.764,,
939.809,,
942.667,,
937.817,,
939.998,,
939.875,,
937.881,,
939.244,,
938.705,,
943.236,,
937.885,,
940.894,,
939.208,,
937.833,,
943.251,,
937.851,,
940.453,,
938.701,,
937.928,,
947.797,,
938.922,,
939.22,,
942.93,,
937.778,,
941.699,,
939.542,,
944.48,,
937.949,,
941.948,,
937.951,,
940.894,,
944.713,,
939.91,,
937.888,,
940.001,,
937.958,,
937.962,,
939.892,,
938.022,,
939.93,,
939.411,,
951.72,,
942.021,,
938.416,,
939.292,,
938.388,,
945.775,,
938.397,,
939.457,,
937.966,,
940.162,,
938.705,,
939.365,,
938.664,,
941.325,,
938.893,,
939.239,,
939.307,,
939.709,,
937.736,,
941.139,,
937.892,,
938.444,,
940.631,,
938.023,,
939.187,,
938.761,,
939.856,,
945.14,,
948.413,,
938.485,,
939.721,,
944.052,,
939.171,,
939.668,,
942.836,,
937.936,,
940.078,,
937.955,,
940.956,,
938.803,,
941.263,,
938.072,,
946.65,,
937.972,,
943.16,,
938.922,,
939.529,,
939.059,,
939.816,,
938.155,,
939.842,,
939.232,,
942.724,,
947.779,,
940.814,,
943.855,,
939.64,,
943.057,,
,,
940.43878,,2.8276141479
